Entity,Week_Num,Week_Start,Week_End,Total_Net,Total_Inflow,Total_Outflow,Outflow_Abs,Transaction_Count,Inflow_Count,Outflow_Count,Avg_Transaction,Avg_Inflow,Avg_Outflow,Max_Transaction,Min_Transaction,Cat_AP_Net,Cat_AP_Count,Cat_Payroll_Net,Cat_Payroll_Count,Cat_Bank charges_Net,Cat_Bank charges_Count,Cat_Custom and Duty_Net,Cat_Custom and Duty_Count,Cat_Other receipt_Net,Cat_Other receipt_Count,Cat_AR_Net,Cat_AR_Count,Cat_Non Netting AP_Net,Cat_Non Netting AP_Count,Cat_Loan payment_Net,Cat_Loan payment_Count,Cat_Tax payable_Net,Cat_Tax payable_Count,Cat_Statutory contribution_Net,Cat_Statutory contribution_Count,Cat_Interest income_Net,Cat_Interest income_Count,Cat_Other_Net,Cat_Other_Count,Cat_Interest charges_Net,Cat_Interest charges_Count,Cat_Loan payment and interest charges_Net,Cat_Loan payment and interest charges_Count,Cat_Loan receipt_Net,Cat_Loan receipt_Count,Cat_Dividend payout_Net,Cat_Dividend payout_Count,Cat_Netting AP_Net,Cat_Netting AP_Count,Cat_Netting AR_Net,Cat_Netting AR_Count,Cat_Non Netting AR_Net,Cat_Non Netting AR_Count,PK40_Amount,PK50_Amount,PK40_Count,PK50_Count,Month,Week_of_Month,Is_Month_End,Quarter,Net_Lag1,Inflow_Lag1,Outflow_Lag1,Net_Lag2,Inflow_Lag2,Outflow_Lag2,Net_Lag4,Inflow_Lag4,Outflow_Lag4,Net_Rolling4_Mean,Net_Rolling4_Std,Cumulative_Net
PH10,11,2025-03-12,2025-03-18,-130051.06684999997,3773.74468,-133824.81153,133824.81153,229,14,215,-567.9085888646287,269.55319142857144,-622.4409838604652,3665.85,-29344.35,-92660.81065999999,208,-29344.35,1,-3.91216,6,-11717.04557,7,9.201540000000001,6,3665.85,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3773.74468,-133824.81153,14,215,3,2,False,1,-39279.435209999996,2596.12586,-41875.56107,148855.61326000004,462599.78418,-313744.17092000006,-52707.64033999999,1955.70701,-54663.34735,-15968.807267499978,117583.62404634414,-327442.5552499999
PH10,12,2025-03-19,2025-03-25,-24900.01122,1134.6838799999998,-26034.695099999997,26034.695099999997,180,11,169,-138.33339566666666,103.15307999999999,-154.05145029585796,516.9,-8517.01,-22896.80097,167,-49.0204,1,-4.46906,6,-2966.08851,3,1016.3677200000001,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1134.6838799999998,-26034.695099999997,11,169,3,3,False,1,-130051.06684999997,3773.74468,-133824.81153,-39279.435209999996,2596.12586,-41875.56107,-43400.34027,276.10834,-43676.44861,-11343.725004999978,116503.84512831944,-352342.5664699999
PH10,13,2025-03-26,2025-04-01,-9018.62951000005,442221.61316,-451240.24267,451240.24267,234,21,213,-38.54115175213696,21058.172055238094,-2118.4987918779343,223090.96,-380971.96,-57105.844020000004,204,-5697.048,2,-10.85759,8,-7254.54629,6,356.6415,5,441508.55,4,0.0,0,0.0,0,-0.32399999999999995,2,0.0,0,195.27,1,0.0,0,-38.51111,1,0.0,0,0.0,0,0.0,0,-380971.96,1,0.0,0,0.0,0,442221.61316,-451240.24267,21,213,3,4,True,1,-24900.01122,1134.6838799999998,-26034.695099999997,-130051.06684999997,3773.74468,-133824.81153,148855.61326000004,462599.78418,-313744.17092000006,-50812.2856975,54252.33249983226,-361361.19597999996
PH10,14,2025-04-02,2025-04-08,-26608.68641,614.2003500000001,-27222.886759999998,27222.886759999998,111,11,100,-239.71789558558558,55.83639545454546,-272.2288676,321.04,-13037.38,-24831.1282,98,-203.61,2,-6.19682,5,-2074.18664,2,347.62525000000005,3,158.81,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,614.2003500000001,-27222.886759999998,11,100,4,1,False,2,-9018.62951000005,442221.61316,-451240.24267,-24900.01122,1134.6838799999998,-26034.695099999997,-39279.435209999996,2596.12586,-41875.56107,-47644.5984975,55505.60738739745,-387969.88239
PH10,15,2025-04-09,2025-04-15,-129913.71679,190.73497,-130104.45175999998,130104.45175999998,143,17,126,-908.48753,11.219704117647058,-1032.5750139682539,49.29093,-48301.76,-55802.533749999995,119,-66741.18,3,-2.14338,5,-677.43879,4,62.257870000000004,7,19.990560000000002,2,0.0,0,0.0,0,-6772.6693000000005,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,190.73497,-130104.45175999998,17,126,4,2,False,2,-26608.68641,614.2003500000001,-27222.886759999998,-9018.62951000005,442221.61316,-451240.24267,-130051.06684999997,3773.74468,-133824.81153,-47610.26098250001,55437.63594155679,-517883.59917999996
PH10,16,2025-04-16,2025-04-22,-122505.14998000002,104.30187999999998,-122609.45186000003,122609.45186000003,219,7,212,-559.3842464840184,14.900268571428569,-578.346471037736,21.93132,-100265.88,-19749.9361,212,-266.73397,3,-3.97991,1,-2218.62,2,0.0,0,0.0,0,0.0,0,0.0,0,-100265.88,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,104.30187999999998,-122609.45186000003,7,212,4,3,False,2,-129913.71679,190.73497,-130104.45175999998,-26608.68641,614.2003500000001,-27222.886759999998,-24900.01122,1134.6838799999998,-26034.695099999997,-72011.54567250001,63065.55481388333,-640388.74916
PH10,17,2025-04-23,2025-04-29,-90503.10500000001,304914.35731,-395417.4623100001,395417.4623100001,160,14,146,-565.6444062500001,21779.596950714284,-2708.3387829452063,176941.25,-328956.95,-43963.52188,142,-7243.99,3,-5.45125,1,-7917.547200000001,6,1.78533,3,178548.42,2,0.0,0,0.0,0,-7193.74,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,126227.89,1,0.0,0,-328956.95,1,0.0,0,0.0,0,304914.35731,-395417.4623100001,14,146,4,4,True,2,-122505.14998000002,104.30187999999998,-122609.45186000003,-129913.71679,190.73497,-130104.45175999998,-9018.62951000005,442221.61316,-451240.24267,-92382.664545,47066.24039650704,-730891.85416
PH10,18,2025-04-30,2025-05-06,31677.669449999994,235298.16544,-203620.49598999997,203620.49598999997,187,10,177,169.3993018716577,23529.816544,-1150.3982824293782,165693.21,-176751.74,-22595.810380000003,169,-53.67285,1,-0.7824,2,-3007.3879199999997,3,40.893,5,234935.03,2,0.0,0,-176751.74,1,-563.92,1,0.0,0,0.0,0,0.0,0,-324.94,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,235298.16544,-203620.49598999997,10,177,4,5,True,2,-90503.10500000001,304914.35731,-395417.4623100001,-122505.14998000002,104.30187999999998,-122609.45186000003,-26608.68641,614.2003500000001,-27222.886759999998,-77811.07558,74969.14566800848,-699214.1847100001
PH10,19,2025-05-07,2025-05-13,-93448.10362000001,93.42032,-93541.52394,93541.52394,238,7,231,-392.63909084033617,13.34576,-404.94166207792205,17.85564,-39750.17,-41819.92057999999,226,-47151.24,2,0.0,0,-4480.56446,6,0.0,0,23.07992,2,0.0,0,0.0,0,-19.4585,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,93.42032,-93541.52394,7,231,5,1,False,2,31677.669449999994,235298.16544,-203620.49598999997,-90503.10500000001,304914.35731,-395417.4623100001,-129913.71679,190.73497,-130104.45175999998,-68694.67228750001,68455.61724083949,-792662.28833
PH10,20,2025-05-14,2025-05-20,-71874.30561,489.26659000000006,-72363.5722,72363.5722,241,15,226,-298.2336332365145,32.617772666666674,-320.1927973451327,307.32,-21083.56,-40751.03377,224,-544.76,1,-1.58925,1,-5780.3508,6,354.8082100000001,7,0.0,0,0.0,0,0.0,0,-25151.38,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,489.26659000000006,-72363.5722,15,226,5,2,False,2,-93448.10362000001,93.42032,-93541.52394,31677.669449999994,235298.16544,-203620.49598999997,-122505.14998000002,104.30187999999998,-122609.45186000003,-56036.961194999996,59251.403791073964,-864536.59394
PH10,21,2025-05-21,2025-05-27,34602.02785999999,311614.45008999994,-277012.42223,277012.42223,368,29,339,94.02724961956518,10745.325865172412,-817.1457882890857,159675.69,-207953.8,-56899.56297,356,-6433.48,2,-5.57061,1,-5377.57752,3,44.46912,1,161557.33984,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,149670.21,1,0.0,0,-207953.8,1,0.0,0,0.0,0,311614.45008999994,-277012.42223,29,339,5,3,False,2,-71874.30561,489.26659000000006,-72363.5722,-93448.10362000001,93.42032,-93541.52394,-90503.10500000001,304914.35731,-395417.4623100001,-24760.677980000008,67445.96418562192,-829934.56608
PH10,22,2025-05-28,2025-06-03,51996.22462999995,240972.09278,-188975.86815,188975.86815,293,25,268,177.46151750853227,9638.8837112,-705.133836380597,178380.79,-142483.54,-40352.80279,274,-230.61852,3,-5.23463,2,-5015.64793,3,3.8533,2,240477.4652,5,0.0,0,-142483.54,1,0.0,0,0.0,0,0.0,0,0.0,0,-397.25,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,240972.09278,-188975.86815,25,268,5,4,True,2,34602.02785999999,311614.45008999994,-277012.42223,-71874.30561,489.26659000000006,-72363.5722,31677.669449999994,235298.16544,-203620.49598999997,-19681.039185000016,73598.00353108668,-777938.3414500001
PH10,23,2025-06-04,2025-06-10,-84623.5702,509.71734000000004,-85133.28754,85133.28754,247,15,232,-342.60554736842107,33.981156000000006,-366.9538256034483,298.47,-27443.24,-70379.25961000001,238,-6054.2,1,-1.53033,1,-8502.967719999999,4,15.91746,2,298.47,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,509.71734000000004,-85133.28754,15,232,6,1,False,2,51996.22462999995,240972.09278,-188975.86815,34602.02785999999,311614.45008999994,-277012.42223,-93448.10362000001,93.42032,-93541.52394,-17474.905830000014,70725.95660491784,-862561.91165
PH10,24,2025-06-11,2025-06-17,-66476.21822,246.28021999999999,-66722.49844,66722.49844,240,17,223,-276.9842425833333,14.487071764705881,-299.20402887892374,35.287,-24748.44,-20257.888390000004,220,-24886.449999999997,2,-1.4607,1,-1612.39441,9,35.61896,2,22.816319999999997,2,0.0,0,0.0,0,-19776.46,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,246.28021999999999,-66722.49844,17,223,6,2,False,2,-84623.5702,509.71734000000004,-85133.28754,51996.22462999995,240972.09278,-188975.86815,-71874.30561,489.26659000000006,-72363.5722,-16125.383982500014,69380.66948772006,-929038.1298700001
PH10,25,2025-06-18,2025-06-24,-11804.590650000002,12643.999619999999,-24448.590269999997,24448.590269999997,203,11,192,-58.150692857142865,1149.4545109090907,-127.33640765624999,12175.91,-6184.52,-22184.68935,193,-229.6,1,-2.79744,1,-1949.6200399999998,2,4.14618,4,12557.97,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12643.999619999999,-24448.590269999997,11,192,6,3,False,2,-66476.21822,246.28021999999999,-66722.49844,-84623.5702,509.71734000000004,-85133.28754,34602.02785999999,311614.45008999994,-277012.42223,-27727.03861000001,61503.48845958021,-940842.7205200001
PH10,26,2025-06-25,2025-07-01,395577.64027999993,600632.82603,-205055.18575,205055.18575,121,15,106,3269.236696528925,40042.188402,-1934.4828844339622,281981.47,-125064.85,-47855.379639999985,102,-5038.17,1,-6.37824,1,-4210.0524,3,0.93873,1,579027.87,5,0.0,0,-22725.22,1,0.0,0,0.0,0,113.43,1,0.0,0,-35.75817000000001,4,0.0,0,21371.21,1,0.0,0,-125064.85,1,0.0,0,0.0,0,600632.82603,-205055.18575,15,106,6,4,True,2,-11804.590650000002,12643.999619999999,-24448.590269999997,-66476.21822,246.28021999999999,-66722.49844,51996.22462999995,240972.09278,-188975.86815,58168.315302499985,227058.76071449745,-545265.0802400002
PH10,27,2025-07-02,2025-07-08,-31023.06929,1371.0729600000002,-32394.142249999997,32394.142249999997,310,19,291,-100.07441706451613,72.16173473684212,-111.32007646048109,1059.41,-7541.13,-30056.54023,294,0.0,0,-3.16032,1,-2114.31216,11,91.53341999999999,3,1059.41,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1371.0729600000002,-32394.142249999997,19,291,7,1,False,3,395577.64027999993,600632.82603,-205055.18575,-11804.590650000002,12643.999619999999,-24448.590269999997,-84623.5702,509.71734000000004,-85133.28754,71568.44052999998,217189.9088718808,-576288.1495300002
PH10,28,2025-07-09,2025-07-15,-138956.64999,117.78515999999999,-139074.43515,139074.43515,129,10,119,-1077.183333255814,11.778516,-1168.6927323529412,23.26644,-24458.12,-87801.35358999998,113,-31494.769999999997,2,-1.09881,1,-11480.09395,8,0.0,0,19.488799999999998,2,0.0,0,0.0,0,-8198.82244,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,117.78515999999999,-139074.43515,10,119,7,2,False,3,-31023.06929,1371.0729600000002,-32394.142249999997,395577.64027999993,600632.82603,-205055.18575,-66476.21822,246.28021999999999,-66722.49844,53448.33258749997,234851.37302060248,-715244.7995200001
PH10,29,2025-07-16,2025-07-22,-32327.997900000002,905.07108,-33233.06898,33233.06898,204,10,194,-158.4705779411765,90.507108,-171.3044792783505,831.19,-5383.4,-27511.244800000004,191,-35.25824,1,-1.41547,1,-5614.26899,7,2.9996,3,831.19,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,905.07108,-33233.06898,10,194,7,3,False,3,-138956.64999,117.78515999999999,-139074.43515,-31023.06929,1371.0729600000002,-32394.142249999997,-11804.590650000002,12643.999619999999,-24448.590269999997,48317.480774999975,236966.82928809602,-747572.7974200002
PH10,30,2025-07-23,2025-07-29,-216550.5129,371615.49174,-588166.00464,588166.00464,222,8,214,-975.4527608108108,46451.9364675,-2748.439274018692,245707.27,-428914.54,-16058.53136,202,-4167.9447199999995,3,-2.8272,1,-6648.015740000001,5,19.33184,2,245707.27,1,0.0,0,-127153.03,1,-5100.570000000001,2,0.0,0,0.0,0,0.0,0,-26.825719999999997,3,0.0,0,125795.17,1,0.0,0,-428914.54,1,0.0,0,0.0,0,371615.49174,-588166.00464,8,214,7,4,True,3,-32327.997900000002,905.07108,-33233.06898,-138956.64999,117.78515999999999,-139074.43515,395577.64027999993,600632.82603,-205055.18575,-104714.55752,90092.63984672193,-964123.3103200002
PH10,31,2025-07-30,2025-08-05,244666.42333999998,264923.58974,-20257.1664,20257.1664,257,15,242,952.0094293385213,17661.572649333335,-83.70729917355371,217795.99,-2373.41,-19492.8164,248,-80.68406,2,-7.106199999999999,2,-501.34000000000003,2,0.0,0,264748.37,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,264923.58974,-20257.1664,15,242,7,5,True,3,-216550.5129,371615.49174,-588166.00464,-32327.997900000002,905.07108,-33233.06898,-31023.06929,1371.0729600000002,-32394.142249999997,-35792.184362500004,201647.80478691898,-719456.8869800002
PH10,32,2025-08-06,2025-08-12,-102848.54206,328.85069999999996,-103177.39275999999,103177.39275999999,260,23,237,-395.57131561538466,14.29785652173913,-435.3476487763713,24.88968,-37008.86,-56991.39960999999,243,-37086.318400000004,2,-4.80809,5,-5144.42914,7,0.0,0,0.0,0,0.0,0,0.0,0,-3621.58682,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,328.85069999999996,-103177.39275999999,23,237,8,1,False,3,244666.42333999998,264923.58974,-20257.1664,-216550.5129,371615.49174,-588166.00464,-138956.64999,117.78515999999999,-139074.43515,-26765.157380000004,196225.389795363,-822305.4290400002
PH10,33,2025-08-13,2025-08-19,-19815.09508,527.28038,-20342.375459999996,20342.375459999996,179,16,163,-110.69885519553073,32.95502375,-124.79984944785274,194.79,-7595.81,-9644.528269999999,163,-23.684189999999997,2,-3.3155599999999996,7,-2859.4170599999998,4,0.0,0,311.65999999999997,2,0.0,0,0.0,0,-7595.81,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,527.28038,-20342.375459999996,16,163,8,2,False,3,-102848.54206,328.85069999999996,-103177.39275999999,244666.42333999998,264923.58974,-20257.1664,-32327.997900000002,905.07108,-33233.06898,-23636.931675000003,196206.88552996275,-842120.5241200002
PH10,34,2025-08-20,2025-08-26,187038.52315000002,382886.39396,-195847.87080999996,195847.87080999996,179,12,167,1044.9079505586594,31907.199496666668,-1172.7417413772453,304840.65,-161623.92,-24212.43408,159,-6512.31796,4,-1.4621099999999998,4,-3380.41248,6,19.76978,3,304840.65,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,77908.65,1,0.0,0,-161623.92,1,0.0,0,0.0,0,382886.39396,-195847.87080999996,12,167,8,3,False,3,-19815.09508,527.28038,-20342.375459999996,-102848.54206,328.85069999999996,-103177.39275999999,-216550.5129,371615.49174,-588166.00464,77260.3273375,165266.34637036422,-655082.0009700002
PH10,35,2025-08-27,2025-09-02,-362567.60156000004,231067.91504,-593635.5166,593635.5166,217,11,206,-1670.8184403686637,21006.174094545455,-2881.725808737864,230835.69,-135892.87,-24761.65361,187,-65.27917000000001,2,-7.20254,3,-4118.75426,4,0.0,0,0.0,0,0.0,0,-81161.51,1,-483236.9057,16,0.0,0,0.0,0,0.0,0,-51.986279999999994,3,0.0,0,230835.69,1,0.0,0,0.0,0,0.0,0,0.0,0,231067.91504,-593635.5166,11,206,8,4,True,3,187038.52315000002,382886.39396,-195847.87080999996,-19815.09508,527.28038,-20342.375459999996,244666.42333999998,264923.58974,-20257.1664,-74548.1788875,227434.541160184,-1017649.6025300003
PH10,36,2025-09-03,2025-09-09,64162.89208000003,390852.00930999994,-326689.11723000003,326689.11723000003,269,21,248,238.52376237918224,18612.00044333333,-1317.2948275403228,338210.31,-265488.32,-39598.568620000005,240,-6907.42659,3,-1.68792,1,-10951.15664,11,673.57113,3,389775.99999999994,4,0.0,0,-265488.32,1,-3123.45928,3,0.0,0,0.0,0,0.0,0,-216.06,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,390852.00930999994,-326689.11723000003,21,248,9,1,False,3,-362567.60156000004,231067.91504,-593635.5166,187038.52315000002,382886.39396,-195847.87080999996,-102848.54206,328.85069999999996,-103177.39275999999,-32795.3203525,235687.6869985015,-953486.7104500001
