Entity,Week_Num,Week_Start,Week_End,Total_Net,Total_Inflow,Total_Outflow,Outflow_Abs,Transaction_Count,Inflow_Count,Outflow_Count,Avg_Transaction,Avg_Inflow,Avg_Outflow,Max_Transaction,Min_Transaction,Cat_AP_Net,Cat_AP_Count,Cat_Payroll_Net,Cat_Payroll_Count,Cat_Bank_charges_Net,Cat_Bank_charges_Count,Cat_Custom_and_Duty_Net,Cat_Custom_and_Duty_Count,Cat_Other_receipt_Net,Cat_Other_receipt_Count,Cat_AR_Net,Cat_AR_Count,Cat_Non_Netting_AP_Net,Cat_Non_Netting_AP_Count,Cat_Loan_payment_Net,Cat_Loan_payment_Count,Cat_Tax_payable_Net,Cat_Tax_payable_Count,Cat_Statutory_contribution_Net,Cat_Statutory_contribution_Count,Cat_Interest_income_Net,Cat_Interest_income_Count,Cat_Other_Net,Cat_Other_Count,Cat_Interest_charges_Net,Cat_Interest_charges_Count,Cat_Loan_payment_and_interest_charges_Net,Cat_Loan_payment_and_interest_charges_Count,Cat_Loan_receipt_Net,Cat_Loan_receipt_Count,Cat_Dividend_payout_Net,Cat_Dividend_payout_Count,Cat_Netting_AP_Net,Cat_Netting_AP_Count,Cat_Netting_AR_Net,Cat_Netting_AR_Count,Cat_Non_Netting_AR_Net,Cat_Non_Netting_AR_Count,PK40_Amount,PK50_Amount,PK40_Count,PK50_Count,Month,Week_of_Month,Is_Month_End,Quarter,Net_Lag1,Inflow_Lag1,Outflow_Lag1,Net_Lag2,Inflow_Lag2,Outflow_Lag2,Net_Lag4,Inflow_Lag4,Outflow_Lag4,Net_Rolling4_Mean,Net_Rolling4_Std,Cumulative_Net
TH10,11,2025-03-12,2025-03-18,-73335.46155,0.0,-73335.46155,73335.46155,175,0,175,-419.05978028571434,0.0,-419.05978028571434,-0.0588,-33229.21,-66632.96168,166,0.0,0,-3.9598699999999996,6,-6030.53,2,0.0,0,0.0,0,0.0,0,0.0,0,-668.01,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-73335.46155,0,175,3,2,False,1,-82381.32383000001,4.68537,-82386.0092,633960.14121,727597.28389,-93637.14267999999,-61332.959969999996,0.0,-61332.959969999996,29107.38586000001,424888.4199683145,-139032.78692999994
TH10,12,2025-03-19,2025-03-25,-47178.95057,564.59,-47743.54057,47743.54057,183,1,182,-257.8084730601093,564.59,-262.327145989011,564.59,-11405.89,-21828.528919999997,167,0.0,0,-5.21165,9,-25909.8,6,564.59,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,564.59,-47743.54057,1,182,3,3,False,1,-73335.46155,0.0,-73335.46155,-82381.32383000001,4.68537,-82386.0092,-361813.81239,0.0,-361813.81239,107766.101315,351113.4460949837,-186211.73749999993
TH10,13,2025-03-26,2025-04-01,257790.12761999996,830205.7525,-572415.6248799999,572415.6248799999,133,2,131,1938.271636240601,415102.87625,-4369.584922748091,830203.12,-347867.62,-21346.973969999995,117,-179525.44,1,-3.1309099999999996,7,-23672.46,5,2.6325,1,830203.12,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-347867.62,1,0.0,0,0.0,0,830205.7525,-572415.6248799999,2,131,3,4,True,1,-47178.95057,564.59,-47743.54057,-73335.46155,0.0,-73335.46155,633960.14121,727597.28389,-93637.14267999999,13723.597917499981,163394.23404020144,71578.39012
TH10,14,2025-04-02,2025-04-08,-109964.20897,11.65885,-109975.86782000001,109975.86782000001,68,3,65,-1617.1207201470588,3.886283333333333,-1691.9364280000002,7.76797,-53610.26,-47762.194520000005,51,0.0,0,-7.3533,11,-8596.06,2,11.65885,3,0.0,0,0.0,0,0.0,0,-53610.26,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11.65885,-109975.86782000001,3,65,4,1,False,2,257790.12761999996,830205.7525,-572415.6248799999,-47178.95057,564.59,-47743.54057,-82381.32383000001,4.68537,-82386.0092,6827.8766324999815,169278.21365347755,-38385.81885000001
TH10,15,2025-04-09,2025-04-15,740165.8445399998,798885.19416,-58719.34962,58719.34962,164,3,161,4513.206369146341,266295.06471999997,-364.7164572670807,798646.6,-29459.06,-27735.895019999996,152,0.0,0,-8.1846,6,-29459.06,1,238.59416000000002,2,798646.6,1,0.0,0,0.0,0,-1516.21,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,798885.19416,-58719.34962,3,161,4,2,False,2,-109964.20897,11.65885,-109975.86782000001,257790.12761999996,830205.7525,-572415.6248799999,-73335.46155,0.0,-73335.46155,210203.20315499994,388105.5103476986,701780.0256899998
TH10,16,2025-04-16,2025-04-22,-78515.22289,0.0,-78515.22289,78515.22289,217,0,217,-361.821303640553,0.0,-361.821303640553,-0.10658,-14984.48,-36708.69532,203,0.0,0,-7.037569999999999,9,-41413.61,4,0.0,0,0.0,0,0.0,0,0.0,0,-385.88,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-78515.22289,0,217,4,3,False,2,740165.8445399998,798885.19416,-58719.34962,-109964.20897,11.65885,-109975.86782000001,-47178.95057,564.59,-47743.54057,202369.13507499994,395282.5687521089,623264.8027999998
TH10,17,2025-04-23,2025-04-29,-1001071.5616199997,545057.63,-1546129.19162,1546129.19162,111,2,109,-9018.662717297295,272528.815,-14184.671482752294,544954.92,-1319129.38,-17855.8627,95,-131190.84,1,-2.48892,6,-7890.37,5,102.71,1,544954.92,1,0.0,0,0.0,0,-70060.25,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-1319129.38,1,0.0,0,0.0,0,545057.63,-1546129.19162,2,109,4,4,True,2,-78515.22289,0.0,-78515.22289,740165.8445399998,798885.19416,-58719.34962,257790.12761999996,830205.7525,-572415.6248799999,-112346.28723499997,711280.479924721,-377806.7588199999
TH10,18,2025-04-30,2025-05-06,-16008.44191,22.41518,-16030.85709,16030.85709,50,10,40,-320.1688382,2.241518,-400.77142725,6.75799,-4656.94,-5741.29844,30,0.0,0,-2.82865,6,-10286.73,4,22.41518,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22.41518,-16030.85709,10,40,4,5,True,2,-1001071.5616199997,545057.63,-1546129.19162,-78515.22289,0.0,-78515.22289,-109964.20897,11.65885,-109975.86782000001,-88857.34546999996,712934.8142174637,-393815.20072999987
TH10,19,2025-05-07,2025-05-13,-120917.02437,3.97266,-120920.99702999998,120920.99702999998,243,1,242,-497.60092333333336,3.97266,-499.6735414462809,3.97266,-29960.16,-83233.05701,223,0.0,0,-97.76002,12,-17634.149999999998,4,3.97266,1,0.0,0,0.0,0,0.0,0,-19956.03,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.97266,-120920.99702999998,1,242,5,1,False,2,-16008.44191,22.41518,-16030.85709,-1001071.5616199997,545057.63,-1546129.19162,740165.8445399998,798885.19416,-58719.34962,-304128.06269749993,466622.8293543993,-514732.22509999987
TH10,20,2025-05-14,2025-05-20,-31123.01381,276.04179999999997,-31399.05561,31399.05561,169,3,166,-184.1598450295858,92.01393333333333,-189.15093740963854,273.56,-6626.52,-17005.84861,149,0.0,0,-5.247,9,-13639.29,7,276.04179999999997,3,0.0,0,0.0,0,0.0,0,-748.67,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,276.04179999999997,-31399.05561,3,166,5,2,False,2,-120917.02437,3.97266,-120920.99702999998,-16008.44191,22.41518,-16030.85709,-78515.22289,0.0,-78515.22289,-292280.0104274999,474791.0742231104,-545855.2389099998
TH10,21,2025-05-21,2025-05-27,-1539050.22323,0.0,-1539050.22323,1539050.22323,132,0,132,-11659.47138810606,0.0,-11659.47138810606,-0.01095,-1222852.78,-56656.82417,116,-71004.77,1,-3.8490599999999997,7,-24323.449999999997,5,0.0,0,0.0,0,0.0,0,0.0,0,-18044.78,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-1222852.78,1,-146163.77,1,0.0,0,0.0,0,0.0,-1539050.22323,0,132,5,3,False,2,-31123.01381,276.04179999999997,-31399.05561,-120917.02437,3.97266,-120920.99702999998,-1001071.5616199997,545057.63,-1546129.19162,-426774.67582999996,742961.4016193583,-2084905.4621399997
TH10,22,2025-05-28,2025-06-03,591838.1401099999,624983.3067,-33145.16659,33145.16659,128,2,126,4623.735469609374,312491.65335,-263.0568776984127,624973.45,-8101.47,-22846.64433,115,0.0,0,-5.29226,9,-10293.23,2,9.8567,1,624973.45,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,624983.3067,-33145.16659,2,126,5,4,True,2,-1539050.22323,0.0,-1539050.22323,-31123.01381,276.04179999999997,-31399.05561,-16008.44191,22.41518,-16030.85709,-274813.03032499994,900453.3554342967,-1493067.32203
TH10,23,2025-06-04,2025-06-10,-62518.03446,10885.75798,-73403.79244,73403.79244,207,5,202,-302.01949014492754,2177.151596,-363.38511108910893,10467.18,-11174.42,-45057.98883,190,0.0,0,-9.31399,9,-6552.91,2,418.04836,3,0.0,0,0.0,0,0.0,0,-11315.869999999999,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10885.75798,-73403.79244,5,202,6,1,False,2,591838.1401099999,624983.3067,-33145.16659,-1539050.22323,0.0,-1539050.22323,-120917.02437,3.97266,-120920.99702999998,-260213.2828474999,904245.7833379601,-1555585.35649
TH10,24,2025-06-11,2025-06-17,-209305.30779000002,2862.84,-212168.14779000002,212168.14779000002,257,1,256,-814.4175400389106,2862.84,-828.7818273046876,2862.84,-118236.56,-39209.06068,238,0.0,0,-6.54711,9,-51834.619999999995,6,2862.84,1,0.0,0,0.0,0,0.0,0,-121117.92,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2862.84,-212168.14779000002,1,256,6,2,False,2,-62518.03446,10885.75798,-73403.79244,591838.1401099999,624983.3067,-33145.16659,-31123.01381,276.04179999999997,-31399.05561,-304758.85634249996,893523.6143378697,-1764890.66428
TH10,25,2025-06-18,2025-06-24,-105437.72172,2.2653,-105439.98702,105439.98702,163,1,162,-646.8571884662576,2.2653,-650.8641174074074,2.2653,-26267.23,-36445.5208,149,0.0,0,-3.52622,6,-59877.89,6,2.2653,1,0.0,0,0.0,0,0.0,0,-9113.05,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.2653,-105439.98702,1,162,6,3,False,2,-209305.30779000002,2862.84,-212168.14779000002,-62518.03446,10885.75798,-73403.79244,-1539050.22323,0.0,-1539050.22323,53644.269035000034,364049.39378742676,-1870328.386
TH10,26,2025-06-25,2025-07-01,67710.82802,157889.49742,-90178.66940000001,90178.66940000001,76,3,73,890.931947631579,52629.832473333336,-1235.3242383561646,156238.6,-74061.1,-16115.420879999996,65,-74061.1,1,-2.14852,7,0.0,0,15.07742,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1635.82,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,156238.6,1,0.0,0,157889.49742,-90178.66940000001,3,73,6,4,True,2,-105437.72172,2.2653,-105439.98702,-209305.30779000002,2862.84,-212168.14779000002,591838.1401099999,624983.3067,-33145.16659,-77387.55898749994,114693.430137754,-1802617.5579799998
TH10,27,2025-07-02,2025-07-08,703705.1515,767100.77205,-63395.62054999999,63395.62054999999,163,11,152,4317.2095184049085,69736.43382272728,-417.0764509868421,766383.36,-13762.19,-45102.984979999994,139,0.0,0,-6.58557,10,-4523.86,2,717.4120499999999,10,766383.36,1,0.0,0,0.0,0,-13762.19,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,767100.77205,-63395.62054999999,11,152,7,1,False,3,67710.82802,157889.49742,-90178.66940000001,-105437.72172,2.2653,-105439.98702,-62518.03446,10885.75798,-73403.79244,114168.23750250007,409297.7627154645,-1098912.40648
TH10,28,2025-07-09,2025-07-15,-78706.73233999999,8.57489,-78715.30722999999,78715.30722999999,241,2,239,-326.58395161825723,4.287445,-329.352749916318,7.60327,-26761.8,-51943.334319999994,230,0.0,0,-10.17291,8,-26761.8,1,8.57489,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.57489,-78715.30722999999,2,239,7,2,False,3,703705.1515,767100.77205,-63395.62054999999,67710.82802,157889.49742,-90178.66940000001,-209305.30779000002,2862.84,-212168.14779000002,146817.88136500007,378979.15430883,-1177619.1388199998
TH10,29,2025-07-16,2025-07-22,-80141.75227999999,244.99348,-80386.74575999999,80386.74575999999,200,3,197,-400.70876139999996,81.66449333333334,-408.0545470050761,241.55,-23532.92,-38480.42941,185,0.0,0,-4.10382,7,-16352.35,2,244.90735,2,0.0,0,0.0,0,0.0,0,-25549.7764,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,244.99348,-80386.74575999999,3,197,7,3,False,3,-78706.73233999999,8.57489,-78715.30722999999,703705.1515,767100.77205,-63395.62054999999,-105437.72172,2.2653,-105439.98702,153141.87372500007,373538.6694399596,-1257760.8910999997
TH10,30,2025-07-23,2025-07-29,431921.9374699999,1164521.54,-732599.6025300001,732599.6025300001,159,1,158,2716.490172767295,1164521.54,-4636.706345126583,1164521.54,-568552.43,-37082.82612,150,-124184.97,1,-4.19641,5,-2775.18,1,0.0,0,1164521.54,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-568552.43,1,0.0,0,0.0,0,1164521.54,-732599.6025300001,1,158,7,4,True,3,-80141.75227999999,244.99348,-80386.74575999999,-78706.73233999999,8.57489,-78715.30722999999,67710.82802,157889.49742,-90178.66940000001,244194.65108750004,389808.00402704347,-825838.9536299999
TH10,31,2025-07-30,2025-08-05,-61693.6485,15.75705,-61709.405549999996,61709.405549999996,152,5,147,-405.8792664473684,3.15141,-419.7918744897959,5.31824,-14475.04,-43532.52625,133,0.0,0,-5.1393,10,-18171.739999999998,4,15.75705,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.75705,-61709.405549999996,5,147,7,5,True,3,431921.9374699999,1164521.54,-732599.6025300001,-80141.75227999999,244.99348,-80386.74575999999,703705.1515,767100.77205,-63395.62054999999,52844.95108750003,252856.85086326915,-887532.6021299999
TH10,32,2025-08-06,2025-08-12,-138697.46021,27.752290000000002,-138725.2125,138725.2125,233,3,230,-595.2680695708154,9.250763333333333,-603.1530978260869,27.1,-29464.72,-67200.84565,218,0.0,0,-8.901159999999999,9,-50663.810000000005,3,27.6766,2,0.0,0,0.0,0,0.0,0,-20851.58,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,27.752290000000002,-138725.2125,3,230,8,1,False,3,-61693.6485,15.75705,-61709.405549999996,431921.9374699999,1164521.54,-732599.6025300001,-78706.73233999999,8.57489,-78715.30722999999,37847.269120000026,264759.4437352059,-1026230.06234
TH10,33,2025-08-13,2025-08-19,-37548.24074,259.96788999999995,-37808.20863,37808.20863,147,3,144,-255.43020911564628,86.65596333333332,-262.557004375,143.54,-9813.24,-21643.69175,134,0.0,0,-3.0068799999999998,5,-13788.31,2,259.96788999999995,3,0.0,0,0.0,0,0.0,0,-2373.2000000000003,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,259.96788999999995,-37808.20863,3,144,8,2,False,3,-138697.46021,27.752290000000002,-138725.2125,-61693.6485,15.75705,-61709.405549999996,-80141.75227999999,244.99348,-80386.74575999999,48495.64700500002,259231.049497496,-1063778.30308
TH10,34,2025-08-20,2025-08-26,-204421.25935999997,2605.55324,-207026.81259999998,207026.81259999998,250,6,244,-817.6850374399999,434.2588733333334,-848.4705434426229,1421.88,-77351.13,-49344.91532,233,-77351.13,1,-6.19728,7,-15296.970000000001,2,2605.55324,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-65027.6,1,0.0,0,0.0,0,2605.55324,-207026.81259999998,6,244,8,3,False,3,-37548.24074,259.96788999999995,-37808.20863,-138697.46021,27.752290000000002,-138725.2125,431921.9374699999,1164521.54,-732599.6025300001,-110590.15220249994,75983.08219214634,-1268199.5624399998
TH10,35,2025-08-27,2025-09-02,-62301.13768,33479.24786,-95780.38554,95780.38554,117,3,114,-532.4883562393162,11159.749286666667,-840.1788205263158,33393.84,-23301.8,-64896.121090000015,101,0.0,0,-5.12445,10,-30879.14,3,85.40786,2,33393.84,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,33479.24786,-95780.38554,3,114,8,4,True,3,-204421.25935999997,2605.55324,-207026.81259999998,-37548.24074,259.96788999999995,-37808.20863,-61693.6485,15.75705,-61709.405549999996,-110742.02449749994,75853.26828094941,-1330500.70012
TH10,36,2025-09-03,2025-09-09,-237730.63627999998,5.50124,-237736.13752,237736.13752,245,3,242,-970.3291276734693,1.8337466666666666,-982.380733553719,5.27592,-110902.33,-77279.42252000002,228,0.0,0,-5.925000000000001,6,-37295.38,6,5.50124,3,0.0,0,0.0,0,0.0,0,-123155.41,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.50124,-237736.13752,3,242,9,1,False,3,-62301.13768,33479.24786,-95780.38554,-204421.25935999997,2605.55324,-207026.81259999998,-138697.46021,27.752290000000002,-138725.2125,-135500.31851499993,100256.1113226985,-1568231.3364
TH10,37,2025-09-10,2025-09-16,-79370.55597,1.01181,-79371.56778000001,79371.56778000001,271,1,270,-292.8802803321033,1.01181,-293.9687695555556,1.01181,-27981.95,-48916.95968,258,0.0,0,-9.1981,8,-27981.95,1,1.01181,1,0.0,0,0.0,0,0.0,0,-2463.46,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.01181,-79371.56778000001,1,270,9,2,False,3,-237730.63627999998,5.50124,-237736.13752,-62301.13768,33479.24786,-95780.38554,-37548.24074,259.96788999999995,-37808.20863,-145955.89732249995,88076.7236802986,-1647601.8923699998
