Entity,Week_Num,Week_Start,Week_End,Total_Net,Total_Inflow,Total_Outflow,Outflow_Abs,Transaction_Count,Inflow_Count,Outflow_Count,Avg_Transaction,Avg_Inflow,Avg_Outflow,Max_Transaction,Min_Transaction,Cat_AP_Net,Cat_AP_Count,Cat_Payroll_Net,Cat_Payroll_Count,Cat_Bank charges_Net,Cat_Bank charges_Count,Cat_Custom and Duty_Net,Cat_Custom and Duty_Count,Cat_Other receipt_Net,Cat_Other receipt_Count,Cat_AR_Net,Cat_AR_Count,Cat_Non Netting AP_Net,Cat_Non Netting AP_Count,Cat_Loan payment_Net,Cat_Loan payment_Count,Cat_Tax payable_Net,Cat_Tax payable_Count,Cat_Statutory contribution_Net,Cat_Statutory contribution_Count,Cat_Interest income_Net,Cat_Interest income_Count,Cat_Other_Net,Cat_Other_Count,Cat_Interest charges_Net,Cat_Interest charges_Count,Cat_Loan payment and interest charges_Net,Cat_Loan payment and interest charges_Count,Cat_Loan receipt_Net,Cat_Loan receipt_Count,Cat_Dividend payout_Net,Cat_Dividend payout_Count,Cat_Netting AP_Net,Cat_Netting AP_Count,Cat_Netting AR_Net,Cat_Netting AR_Count,Cat_Non Netting AR_Net,Cat_Non Netting AR_Count,PK40_Amount,PK50_Amount,PK40_Count,PK50_Count,Month,Week_of_Month,Is_Month_End,Quarter,Net_Lag1,Inflow_Lag1,Outflow_Lag1,Net_Lag2,Inflow_Lag2,Outflow_Lag2,Net_Lag4,Inflow_Lag4,Outflow_Lag4,Net_Rolling4_Mean,Net_Rolling4_Std,Cumulative_Net
ID10,11,2025-03-12,2025-03-18,30004.08819000001,132114.6615,-102110.57330999999,102110.57330999999,528,3,525,56.82592460227274,44038.220499999996,-194.4963301142857,119924.73,-27546.19,-81274.14679,502,-8.43957,1,-9.09297,1,-20778.75,3,12189.9315,2,119924.73,1,0.0,0,0.0,0,-40.14398,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,132114.6615,-102110.57330999999,3,525,3,2,False,1,-46481.694619999995,24.3952,-46506.08982,287091.04196,516995.84667999996,-229904.80472000001,88869.05863999994,150148.1,-61279.04136,8442.491660000007,217019.03580920454,-64149.43149000016
ID10,12,2025-03-19,2025-03-25,76710.18118999999,234841.89884,-158131.71765000004,158131.71765000004,346,2,344,221.70572598265892,117420.94942,-459.6852257267443,234826.54,-127220.64,-29483.429849999997,329,-127220.64,1,-0.75701,1,-1360.98,1,15.35884,1,0.0,0,0.0,0,0.0,0,-65.91079,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,234826.54,1,0.0,0,0.0,0,0.0,0,0.0,0,234841.89884,-158131.71765000004,2,344,3,3,False,1,30004.08819000001,132114.6615,-102110.57330999999,-46481.694619999995,24.3952,-46506.08982,-236843.46889,233357.56,-470201.02888999996,86830.90418,142838.00595065253,12560.749699999826
ID10,13,2025-03-26,2025-04-01,-356650.16134999995,99575.65675,-456225.8181000001,456225.8181000001,354,5,349,-1007.486331497175,19915.13135,-1307.237301146132,69918.89,-390374.46,-19484.769080000002,327,0.0,0,0.0,0,-45998.2,3,1091.1667499999999,3,28565.6,1,0.0,0,0.0,0,-368.38902,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-390374.46,1,69918.89,1,0.0,0,99575.65675,-456225.8181000001,5,349,3,4,True,1,76710.18118999999,234841.89884,-158131.71765000004,30004.08819000001,132114.6615,-102110.57330999999,287091.04196,516995.84667999996,-229904.80472000001,-74104.39664749999,195088.6433753332,-344089.41165000014
ID10,14,2025-04-02,2025-04-08,192531.35834999997,490450.38,-297919.02164999995,297919.02164999995,204,3,201,943.7811683823528,163483.46,-1482.1841873134326,167114.23,-235430.7,-41414.04303,188,0.0,0,0.0,0,-21038.57,3,0.0,0,490450.38,3,0.0,0,0.0,0,-35.70862,9,0.0,0,0.0,0,0.0,0,0.0,0,-235430.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,490450.38,-297919.02164999995,3,201,4,1,False,2,-356650.16134999995,99575.65675,-456225.8181000001,76710.18118999999,234841.89884,-158131.71765000004,-46481.694619999995,24.3952,-46506.08982,-14351.133405,238207.56958680705,-151558.05330000017
ID10,15,2025-04-09,2025-04-15,46218.52434999997,105272.95777,-59054.433419999994,59054.433419999994,421,4,416,109.7827181710213,26318.2394425,-141.95777264423074,105224.51,-21546.23,-28562.95708,385,-7.9995,1,-841.14433,2,0.0,0,48.44777,3,105224.51,1,0.0,0,0.0,0,-29642.332509999993,29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,105272.95777,-59054.43342,4,417,4,2,False,2,192531.35834999997,490450.38,-297919.02164999995,-356650.16134999995,99575.65675,-456225.8181000001,30004.08819000001,132114.6615,-102110.57330999999,-10297.52436500001,239349.19357720856,-105339.52895000021
ID10,16,2025-04-16,2025-04-22,153643.88262000002,248826.52596,-95182.64334,95182.64334,567,4,563,270.9768652910053,62206.63149,-169.0633096625222,227349.28,-59990.87,-31474.58864,560,-63707.340000000004,2,-0.7147,1,0.0,0,42.50596,2,21434.74,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,227349.28,1,0.0,0,0.0,0,0.0,0,0.0,0,248826.52596,-95182.64334,4,563,4,3,False,2,46218.52434999997,105272.95777,-59054.433419999994,192531.35834999997,490450.38,-297919.02164999995,76710.18118999999,234841.89884,-158131.71765000004,8935.9009925,251456.32814501863,48304.35366999981
ID10,17,2025-04-23,2025-04-29,-47059.81125,310282.32314,-357342.13438999996,357342.13438999996,315,4,311,-149.3962261904762,77570.580785,-1149.010078424437,254851.65,-318317.0,-39019.14773,308,0.0,0,0.0,0,0.0,0,42.573139999999995,2,254851.65,1,0.0,0,0.0,0,-5.18672,1,0.0,0,-0.79994,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-318317.0,1,55388.1,1,0.0,0,310282.32314,-357342.13438999996,4,311,4,4,True,2,153643.88262000002,248826.52596,-95182.64334,46218.52434999997,105272.95777,-59054.433419999994,-356650.16134999995,99575.65675,-456225.8181000001,86333.4885175,108338.45036768857,1244.5424199998088
ID10,18,2025-04-30,2025-05-06,109552.83964999998,325604.75852000003,-216051.91887,216051.91887,197,4,192,556.1057850253806,81401.18963000001,-1125.27041078125,249311.4,-177447.58,-30567.63874,171,0.0,0,0.0,0,-7818.249400000001,4,76293.35852000001,3,249311.4,1,0.0,0,0.0,0,-218.45073000000002,17,0.0,0,0.0,0,0.0,0,0.0,0,-177447.58,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,325604.75852000003,-216051.91886999996,4,193,4,5,True,2,-47059.81125,310282.32314,-357342.13438999996,153643.88262000002,248826.52596,-95182.64334,192531.35834999997,490450.38,-297919.02164999995,65588.85884249999,87085.11459650364,110797.38206999979
ID10,19,2025-05-07,2025-05-13,-97377.98728999999,483.93021000000005,-97861.9175,97861.9175,466,7,459,-208.96563796137337,69.13288714285714,-213.2067919389978,468.2,-27325.86,-48497.05902999999,423,-10.57914,1,-4.0995,1,-36860.31102000001,5,483.45167000000004,6,0.0,0,0.0,0,0.0,0,-12489.390269999998,30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,483.93021000000005,-97861.9175,7,459,5,1,False,2,109552.83964999998,325604.75852000003,-216051.91887,-47059.81125,310282.32314,-357342.13438999996,46218.52434999997,105272.95777,-59054.433419999994,29689.730932500002,120802.10414018312,13419.394779999799
ID10,20,2025-05-14,2025-05-20,73109.73195000003,112912.24556000001,-39802.513609999995,39802.513609999995,246,2,244,297.1940323170733,56456.122780000005,-163.1250557786885,112895.27,-9090.56,-21678.85218,220,0.0,0,0.0,0,-17921.55,4,16.97556,1,112895.27,1,0.0,0,0.0,0,-202.11143,20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,112912.24556000001,-39802.513609999995,2,244,5,2,False,2,-97377.98728999999,483.93021000000005,-97861.9175,109552.83964999998,325604.75852000003,-216051.91887,153643.88262000002,248826.52596,-95182.64334,9556.193265000005,97772.98963388665,86529.12672999983
ID10,21,2025-05-21,2025-05-27,-239164.23227000004,247415.6149,-486579.84717,486579.84717,234,5,229,-1022.0693686752138,49483.12298,-2124.8028260698693,186931.63,-400664.47,-33957.54423,211,-46629.63,2,0.0,0,-5015.001920000001,2,24.6449,1,26096.8,1,0.0,0,0.0,0,-6.221019999999999,11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,186931.63,1,0.0,0,-400845.50999999995,4,34236.6,1,0.0,0,247415.6149,-486579.84717,5,229,5,3,False,2,73109.73195000003,112912.24556000001,-39802.513609999995,-97377.98728999999,483.93021000000005,-97861.9175,-47059.81125,310282.32314,-357342.13438999996,-38469.91199000001,161357.90805231285,-152635.1055400002
ID10,22,2025-05-28,2025-06-03,115161.33563999996,819963.8353500001,-704802.4997100001,704802.4997100001,199,6,193,578.7001790954772,136660.63922500002,-3651.8264233678765,432717.63,-454086.4,-19262.07963,188,0.0,0,0.0,0,-11322.619999999999,2,48.385349999999995,3,387197.82,2,0.0,0,0.0,0,-0.62008,1,0.0,0,0.0,0,0.0,0,0.0,0,-220130.78,1,0.0,0,0.0,0,-21368.77000000002,2,0.0,0,0.0,0,819963.8353500001,-704802.4997100001,6,193,5,4,True,2,-239164.23227000004,247415.6149,-486579.84717,73109.73195000003,112912.24556000001,-39802.513609999995,109552.83964999998,325604.75852000003,-216051.91887,-37067.787992500016,163087.9976285929,-37473.76990000023
ID10,23,2025-06-04,2025-06-10,156798.85916000002,206751.1238,-49952.26464000001,49952.26464000001,199,4,195,787.9339656281409,51687.78095,-256.16545969230776,202219.27,-19130.33,-25941.641620000002,185,0.0,0,0.0,0,-24005.75,2,11.7438,2,206739.37999999998,2,0.0,0,0.0,0,-4.87302,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,206751.1238,-49952.26464000001,4,195,6,1,False,2,115161.33563999996,819963.8353500001,-704802.4997100001,-239164.23227000004,247415.6149,-486579.84717,-97377.98728999999,483.93021000000005,-97861.9175,26476.423619999994,180359.4321833884,119325.08925999979
ID10,24,2025-06-11,2025-06-17,-81076.45453000002,15.76302,-81092.21755,81092.21755,433,1,432,-187.24354394919172,15.76302,-187.71346655092592,15.76302,-24992.62,-54054.37570999999,402,-7.86398,1,-7.9824,1,-17209.69,2,15.76302,1,0.0,0,0.0,0,0.0,0,-9812.305459999998,26,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15.76302,-81092.21755,1,432,6,2,False,2,156798.85916000002,206751.1238,-49952.26464000001,115161.33563999996,819963.8353500001,-704802.4997100001,73109.73195000003,112912.24556000001,-39802.513609999995,-12070.123000000018,183519.46804974068,38248.63472999977
ID10,25,2025-06-18,2025-06-24,120676.81895000004,248061.91775999998,-127385.09881000001,127385.09881000001,342,5,337,352.8561957602341,49612.383552,-377.99732584569733,149545.3,-45767.67,-19839.4174,306,-52397.47,2,-422.26232,2,-54541.51,4,0.73776,2,98515.88,2,0.0,0,0.0,0,-184.43908999999996,23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,149545.3,1,0.0,0,0.0,0,0.0,0,0.0,0,248061.91775999998,-127385.09881000001,5,337,6,3,False,2,-81076.45453000002,15.76302,-81092.21755,156798.85916000002,206751.1238,-49952.26464000001,-239164.23227000004,247415.6149,-486579.84717,77890.139805,107574.47971203126,158925.4536799998
ID10,26,2025-06-25,2025-07-01,63247.03934999997,832381.2899999999,-769134.25065,769134.25065,272,8,264,232.52587996323518,104047.66124999999,-2913.387313068182,464615.66,-365684.16,-20556.34325,240,0.0,0,0.0,0,-18558.77,1,0.0,0,464615.66,1,0.0,0,0.0,0,-169.83739999999997,14,0.0,0,0.0,0,785.2700000000314,12,0.0,0,0.0,0,0.0,0,0.0,0,-380765.18,3,17896.24,1,0.0,0,832381.2899999999,-769134.25065,8,264,6,4,True,2,120676.81895000004,248061.91775999998,-127385.09881000001,-81076.45453000002,15.76302,-81092.21755,115161.33563999996,819963.8353500001,-704802.4997100001,64911.56573250001,104671.40785665953,222172.49302999978
ID10,27,2025-07-02,2025-07-08,-196078.23690999998,57588.446840000004,-253666.68374999997,253666.68374999997,413,3,410,-474.765706803874,19196.148946666668,-618.6992286585365,57568.01,-151920.68,-27026.60037,386,0.0,0,-127.27,1,-74104.33507999999,12,20.43684,2,57568.01,1,0.0,0,0.0,0,-487.79830000000004,10,0.0,0,0.0,0,0.0,0,0.0,0,-151920.68,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,57588.446840000004,-253666.68374999997,3,410,7,1,False,3,63247.03934999997,832381.2899999999,-769134.25065,120676.81895000004,248061.91775999998,-127385.09881000001,156798.85916000002,206751.1238,-49952.26464000001,-23307.708285,143073.58482651052,26094.2561199998
ID10,28,2025-07-09,2025-07-15,-59101.036869999996,65.06591,-59166.10278,59166.10278,291,4,287,-203.09634663230239,16.2664775,-206.15366822299652,23.34123,-14456.22,-36031.69676,257,-8.42614,1,-4.57149,1,-12867.189999999999,3,65.06591,4,0.0,0,0.0,0,0.0,0,-10254.218389999998,25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,65.06591,-59166.10278,4,287,7,2,False,3,-196078.23690999998,57588.446840000004,-253666.68374999997,63247.03934999997,832381.2899999999,-769134.25065,-81076.45453000002,15.76302,-81092.21755,-17813.853869999995,140514.9536626711,-33006.780750000195
ID10,29,2025-07-16,2025-07-22,85902.00195000003,187103.01901000002,-101201.01705999998,101201.01705999998,403,4,396,213.15633238213408,46775.754752500005,-255.55812388888884,187056.1,-67077.23,-22752.66994,391,-67077.23,1,-634.42,1,-9129.41,2,46.91901000000001,3,187056.1,1,0.0,0,0.0,0,-1607.2871200000002,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,187103.01901000002,-101201.01705999998,4,399,7,3,False,3,-59101.036869999996,65.06591,-59166.10278,-196078.23690999998,57588.446840000004,-253666.68374999997,120676.81895000004,248061.91775999998,-127385.09881000001,-26507.558119999994,129754.05828523009,52895.22119999984
ID10,30,2025-07-23,2025-07-29,-186488.91621,220585.02071,-407073.93692000007,407073.93692000007,529,6,523,-352.53103253308126,36764.170118333335,-778.3440476481837,189962.95,-358658.26,-39265.90868,508,-6676.97,1,0.0,0,-1427.9099999999999,2,62.34071,4,0.0,0,0.0,0,0.0,0,-188.96824,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,189962.95,1,0.0,0,-359514.18,2,30559.73,1,0.0,0,220585.02071,-407073.93692000007,6,523,7,4,True,3,85902.00195000003,187103.01901000002,-101201.01705999998,-59101.036869999996,65.06591,-59166.10278,63247.03934999997,832381.2899999999,-769134.25065,-88941.54700999998,132230.2061039927,-133593.69501000014
ID10,31,2025-07-30,2025-08-05,292672.97394,524961.53069,-232288.55675000002,232288.55675000002,202,6,196,1448.8761086138613,87493.58844833334,-1185.1456977040816,185952.28,-147799.8,-52027.827170000004,169,0.0,0,0.0,0,-32315.53,6,32.89069,2,524928.64,4,0.0,0,0.0,0,-145.39958,20,0.0,0,0.0,0,0.0,0,0.0,0,-147799.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,524961.53069,-232288.55675000002,6,196,7,5,True,3,-186488.91621,220585.02071,-407073.93692000007,85902.00195000003,187103.01901000002,-101201.01705999998,-196078.23690999998,57588.446840000004,-253666.68374999997,33246.2557025,205658.6313686243,159079.27892999985
ID10,32,2025-08-06,2025-08-12,-67431.85409000001,29.48537,-67461.33946,67461.33946,389,4,385,-173.3466686118252,7.3713425,-175.22425833766235,11.0733,-8762.53,-30848.60104,346,-7.5075,1,-8.64466,1,-22734.91,5,29.48537,4,0.0,0,0.0,0,0.0,0,-13861.67626,32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,29.48537,-67461.33946,4,385,8,1,False,3,292672.97394,524961.53069,-232288.55675000002,-186488.91621,220585.02071,-407073.93692000007,-59101.036869999996,65.06591,-59166.10278,31163.5513975,206943.73364619236,91647.42483999985
ID10,33,2025-08-13,2025-08-19,83634.45316999998,134975.58451,-51341.13134,51341.13134,373,6,367,224.22105407506697,22495.930751666663,-139.89409084468664,134864.25,-16216.84,-17795.74581,351,0.0,0,0.0,0,-33202.42,3,111.33451000000001,5,134864.25,1,0.0,0,0.0,0,-342.96553,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,134975.58451,-51341.13134,6,367,8,2,False,3,-67431.85409000001,29.48537,-67461.33946,292672.97394,524961.53069,-232288.55675000002,85902.00195000003,187103.01901000002,-101201.01705999998,30596.664202499982,206746.81682825016,175281.8780099998
ID10,34,2025-08-20,2025-08-26,-204005.7333199999,462151.24073,-666156.9740500001,666156.9740500001,318,6,312,-641.52746327044,77025.20678833334,-2135.118506570513,435702.26,-579641.71,-37877.858920000006,290,-47108.899999999994,2,0.0,0,0.0,0,32.40073,3,0.0,0,0.0,0,0.0,0,-70.26513000000001,18,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,435702.26,1,0.0,0,-581099.95,2,26416.58,2,0.0,0,462151.24073,-666156.9740500001,6,312,8,3,False,3,83634.45316999998,134975.58451,-51341.13134,-67431.85409000001,29.48537,-67461.33946,-186488.91621,220585.02071,-407073.93692000007,26217.459924999996,212969.61034045747,-28723.85531000007
ID10,35,2025-08-27,2025-09-02,109826.14335,558613.36974,-448787.22639,448787.22639,383,4,379,286.7523325065274,139653.342435,-1184.1351619788918,211417.49,-400789.84,-25348.850250000003,369,0.0,0,-450.63,1,-22185.100000000002,3,17.37974,1,558595.99,3,0.0,0,0.0,0,-12.806140000000001,5,0.0,0,0.0,0,0.0,0,0.0,0,-400789.84,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,558613.36974,-448787.22639,4,379,8,4,True,3,-204005.7333199999,462151.24073,-666156.9740500001,83634.45316999998,134975.58451,-51341.13134,292672.97394,524961.53069,-232288.55675000002,-19494.24772249999,145718.67292441832,81102.28803999993
ID10,36,2025-09-03,2025-09-09,-54902.10714000001,34.58991999999999,-54936.697060000006,54936.697060000006,384,3,381,-142.97423734375002,11.52997333333333,-144.19080593175855,18.1881,-12973.83,-35913.90302,372,0.0,0,0.0,0,-19015.06048,6,34.58991999999999,3,0.0,0,0.0,0,0.0,0,-7.73356,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,34.58991999999999,-54936.697060000006,3,381,9,1,False,3,109826.14335,558613.36974,-448787.22639,-204005.7333199999,462151.24073,-666156.9740500001,-67431.85409000001,29.48537,-67461.33946,-16361.81098499999,144474.04459070048,26200.18089999992
